id_caso,nombre,nombre_publico,id_ciudad,id_departamento,longitud,latitud,hecho,dinero_juego,dinero_apropiado,dinero_recuperado,id_caso_emblematico,id_icono,id_usuario_creacion,fecha_registro,fecha_informacion_actualizada,publico,activo,subtitulo_publico,no_disponible_dinero_juego,no_disponible_dinero_apropiado,no_disponible_dinero_recuperado,rango_dinero,derecho_vulnerado,nombrePublico,subtituloPublico,id_actor,nombre_actor,tipo_participacion,tipo_actor_individual,tipo_actor_colectivo,institucion,cargo,rama_poder_publico,autoridad_politica,partido,ciudad,ciudad_codigo_dane,departamento,departamento_codigo_dane,sector_afectado,mes_hecho,ano_hecho,ano_final_hecho,dinamica_corrupcion,naturaleza_corrupcion,tipo_corrupcion,medida_anticorrupcion,delito,forma_corrupcion,caso_emblematico,situacion_judicial,detalle_sancion,tipo_investigacion,tipo_etapa_procesal,nombre_actor_autoridad,fecha_historial
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2685,Camilo Delgado,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Liberal Colombiano,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2683,Carlos Andrés  Castro,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Liberal Colombiano,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2691,Carlos Andrés  Portela,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Conservador Colombiano,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2689,Ernesto  Ortiz,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Liberal Colombiano,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2687,Harold  Lopera,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Movimiento Independiente de Renovación Absoluta - MIRA,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2688,Hasbleidy  Morales,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Opción Ciudadana,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2692,Humberto Quintero,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Cambio Radical,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2684,Jorge  Bolívar,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Conservador Colombiano,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2681,Juan Evangelista  Ávila,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Movimiento Alternativo Indígena y Social - MAIS,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2690,Linda  Perdomo,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Partido Alianza Verde,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2696,Marco Tulio Quiroga,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Otro,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2693,Oswaldo  Rubio Martínez,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Otro,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2686,Víctor Hugo Gracia,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2109),Corporación Político-Administrativa,No,Partido Cambio Radical,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2682,Víctor Julio  Ariza,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,Autoridades Indígenas de Colombia - AICO,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2694,William Molina,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-2019),Corporación Político-Administrativa,No,No Disponible,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
341,"2016-2019, Ibagué, Tolima, Corrupción Política, Elección irregular Contralor",Esas normas para qué...,1451,610,-75.19179789379882,4.436118693993658,"En 2016, 16 concejales de Ibagué incurrieron en irregularidades en el proceso de elección del contralor para el periodo (2016-2019), puesto que Ramiro Sánchez, el candidato, se había desempeñado como director territorial de la ESAP Tolima 12 meses antes de la elección y suscribió varios convenios y contratos. Por estos hechos, la Procuraduría General de la Nación abrió una investigación en contra de los cabildantes, reconociendo que incurrieron en falta gravísima al omitir la normatividad en la elección del contralor y no atendieron las dudas y advertencias en el momento de la elección. En 2017 la Procuraduría General de la Nación, en fallo de primera instancia, sancionó a los concejales por nueve meses. No obstante, ellos aún ocupan sus curules.",NA,NA,NA,7,NA,1,2019-03-26 10:48:33,2017-12-07 05:00:00,1,1,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,1,1,1,7,"Derechos sociales, económicos y culturales",Esas normas para qué...,Sancionados en primera instancia concelajes de Ibagué (2016-2019) por fallas en la elección del contralor municipal,2695,William Rosas,Actor involucrado,Autoridad electa por votación popular,No Aplica,Concejo Municipal de Ibagué-Tolima,Concejal (2016-219),Corporación Político-Administrativa,No,Partido Alianza Verde,IBAGUE,73001,TOLIMA,73000,Función Pública,NA,2016,2017,NA,Empleo Público,Corrupción Administrativa,NA,Otros,Pequeña corrupción,informe II 2016-2018,Sancionado disciplinariamente,Activos en el cargo,Disciplinaria,Fallo: Sanción,NA,2017
342,"2008-2011, Socorro, Santander, Corrupción Administrativa, Captura alcalde (2008-2011)","Tras de concejal, contratista.",1417,608,-73.26404100000002,6.468665,"En octubre de 2008, Humberto Chinchilla Mora, entonces alcalde de Socorro (2008-2011) , celebró un contrato de prestación de servicios para el mantenimiento de cuatro kilómetros de vía en el municipio. Sin embargo, el contratista fungía en la época de los hechos como concejal del vecino municipio de Palmas del Socorro, incurriendo de esta manera en una violación al régimen de incompatibilidades. Además, el contratista recibió el dinero por la ejecución del contrato y también los honorarios como concejal. En marzo de 2016, la Fiscalía General de la Nación le imputó cargos al mandatario por estos hechos y  solicitó medida de aseguramiento para el exalcalde, pero fue negada porque tenía una detención domiciliaria vigente por otras irregularidades.",NA,NA,NA,7,NA,1,2019-03-26 10:49:14,2017-12-16 05:00:00,1,1,Exalcalde de Socorro (Santander) contrató obra con un concejal de otro municipio,1,1,1,NA,"Derechos sociales, económicos y culturales","Tras de concejal, contratista.",Exalcalde de Socorro (Santander) contrató obra con un concejal de otro municipio,2201,Humberto Chinchilla Mora,Actor involucrado,Autoridad electa por votación popular,No Aplica,Alcaldía Municipal de El Socorro-Santander,Alcalde (2008-2011),Rama Ejecutiva,Sí,No Disponible,SOCORRO,68755,SANTANDER,68000,Infraestructura y Planeación,NA,2008,2016,NA,Contratación pública,Corrupción Administrativa,NA,"Celebración indebida de contratos ,Peculado,Violación del régimen legal o constitucional de inhabilidades e incompatibilidades",Pequeña corrupción,informe II 2016-2018,Imputado,En libertad. no podrá salir del país y continuará vinculado a este y a otro proceso,Penal,Formulación de imputación,NA,2017
